Expected total responses,1049
Success count,1049
Error count,0
Unverified response count,0
See download status column for download errors
Response ID,Timestamp,Download Status,ជម្រើសរាជធានី ឬខេត្ត,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តកណ្តាល,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តកែប,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តកោះកុង,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តក្រចេះ,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តកំពង់ចាម,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តកំពង់ឆ្នាំង,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តកំពង់ធំ,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តកំពង់ស្ពឺ,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តកំពត,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តតាកែវ,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តត្បូងឃ្មុំ,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តបន្ទាយមានជ័យ,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តប៉ៃលិន,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តបាត់ដំបង,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តពោធិ៍សាត់,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តព្រៃវែង,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តព្រះវិហារ,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តព្រះសីហនុ,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល រាជធានីភ្នំពេញ,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តមណ្ឌលគិរី,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តរតនគិរី,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តសៀមរាប,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តស្ទឹងត្រែង,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តស្វាយរៀង,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តឧត្ដរមានជ័យ,រយៈទទឹង និងរយៈបណ្តោយ​ (Latitude and longitude),តំណភ្ជាប់ផែនទី (Map Link),រូបភាពមូលដ្ខានសុខាភិបាល,ជម្រើសពីបញ្ជីឈ្មោះមូលដ្ខានសុខាភិបាល ឬបញ្ជូលថ្មី,ប្រភេទសេវា,ឈ្មោះមូលដ្ឋានសុខាភិបាលជាអក្សរខ្មែរ,ឈ្មោះមូលដ្ឋានសុខាភិបាលជាអក្សរឡាតាំង,លេខលិខិតអនុញ្ញាត,កាលបរិច្ឆេទអនុញ្ញាត,កាលបរិច្ឆេទផុតសុពលភាពនៃលិខិតអនុញ្ញាត,ចំនួនបុគ្គលិក&ពេទ្យ
6812b7d52ab65c001202da7a,01 May 2025 06:52:53 AM,Success (with Downloaded Attachment),ព្រៃវែង,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល រ៉េត រ៉ាន់ (Ret Ran - 1118),,,,,,,,,,"11.569677688318102, 105.42358281841574",https://maps.app.goo.gl/fAKSKm2RXQQSNsjRA,photo_2025-05-01_06-01-21.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,១៦៣/២១​ អបស.មព,12 Oct 2021,05 Oct 2025,6
6812c0dbfac9430012236f7a,01 May 2025 07:31:23 AM,Success (with Downloaded Attachment),កំពង់ចាម,,,,,មន្ទីរសម្រាកព្យាបាល មេត្តាព្រៃទទឹង (Metta Prey Totung - 1022),,,,,,,,,,,,,,,,,,,,,"12.059071624934482, 105.26239495133261",https://maps.app.goo.gl/przXedTYUnJwDwsk9,photo_2025-05-01_07-30-46.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,052/21អបស.មព,24 Feb 2021,24 Feb 2025,16
6812c58c2ab65c001202dbd3,01 May 2025 07:51:24 AM,Success (with Downloaded Attachment),កណ្ដាល,មន្ទីរសម្រាកព្យាបាល ខ្សាច់កណ្ដាល (Khsach Kandal - 861),,,,,,,,,,,,,,,,,,,,,,,,,18m x 40m,V,IMG_1117.jpeg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,014/2020,30 Jan 2020,30 Jan 2024,18
6812d678fac943001223722c,01 May 2025 09:03:36 AM,Success (with Downloaded Attachment),ព្រៃវែង,,,,,,,,,,,,,,,,,,,,,,,,,,https://maps.app.goo.gl/yqHJ5G4pN3HcFwKZ9,https://maps.app.goo.gl/yqHJ5G4pN3HcFwKZ9,photo_2025.jpg,បញ្ចូលឈ្មោះមូលដ្ខានសុខាភិបាល ដែលគ្មានក្នុងបញ្ជី,មន្ទីរសម្រាកព្យាបាល,ឡេង ពីនី,Leng Pini,០១២/២៥ អបស/មព,22 Jan 2024,20 Oct 2027,42
6812d855fac9430012237242,01 May 2025 09:11:33 AM,Success (with Downloaded Attachment),កំពង់ចាម,,,,,មន្ទីរសម្រាកព្យាបាល ស៊ុន ពិសិដ្ឋ (Sun Piseth - 1249),,,,,,,,,,,,,,,,,,,,,"12.147236315895205, 105.17865757066984",https://maps.app.goo.gl/8MP26PdEfmrwd2Qc7,PC.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,052/22,05 Apr 2022,11 Apr 2026,6
6812dd05fac9430012237293,01 May 2025 09:31:33 AM,Success (with Downloaded Attachment),កណ្ដាល,មន្ទីរសម្រាកព្យាបាល មង្គលឃែរ ២ (Mongkol Care 2 - 1947),,,,,,,,,,,,,,,,,,,,,,,,,"(11.7359155, 104.7289404)",https://maps.app.goo.gl/yEvcQ8ukh2TmQpVt5?g_st=com.google.maps.preview.copy,TC_00003.jpeg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,១៦៣/២៣អបស/មព,30 Jun 2023,30 Jun 2027,11
6812e0ee2ab65c001202deb8,01 May 2025 09:48:14 AM,Success (with Downloaded Attachment),ភ្នំពេញ,,,,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល សុខាលាភ (Sokha Lap - 223),,,,,,,"11.539464615162455, 104.9094262372317",https://maps.app.goo.gl/Ch2raQ9Gbva4juzVA,logo sokhaleap.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,"023/22​ អបស,មព",22 Feb 2022,06 Mar 2026,15
6812e89a2ab65c001202f5ce,01 May 2025 10:20:58 AM,Success (with Downloaded Attachment),បាត់ដំបង,,,,,,,,,,,,,,មន្ទីរពេទ្យឯកជន កែ ស៊ីនួន (Ke Sinoun - 756),,,,,,,,,,,,"13.086222,103.1924347",https://maps.app.goo.gl/AdDoiqNcrWee3dEr9,ksn3.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,235/23 អបស/មព,14 Aug 2023,27 Aug 2027,72
6812e8f3fac94300122389d6,01 May 2025 10:22:27 AM,Success (with Downloaded Attachment),ព្រៃវែង,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល ស្រ៊ី ម៉េងហួ (Sri Menghour - 879),,,,,,,,,,"11.487189357132198, 105.32682490128128",https://maps.app.goo.gl/ySWX1hDcxKbef6j58,clinic pic.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,៣០០/២៣​ អបស.មព,01 Dec 2023,20 Oct 2027,9
6812eef52ab65c001202f9bb,01 May 2025 10:48:05 AM,Success (with Downloaded Attachment),បន្ទាយមានជ័យ,,,,,,,,,,,,មន្ទីរពិសោធន៍វេជ្ជសាស្ត ស្ពិចត្រូ (Spectro - 711),,,,,,,,,,,,,,N133525777E1025830645,https://maps.app.goo.gl/CtxBPEUsNFJcwwtLA?g_st=com.google.maps.preview.copy,IMG_5755.jpeg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,275/22អបស/មព,28 Nov 2022,23 Nov 2026,06
6812f187fac9430012238cb5,01 May 2025 10:59:03 AM,Success (with Downloaded Attachment),ព្រៃវែង,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល វ៉ែន ប៊ុនធឿន (Ven Bunthoeun - 2017),,,,,,,,,,"11.568996826054061, 105.41933712344067",https://maps.app.goo.gl/PJDbfvpk8PRyjWyaA,photo ven bunthoeurn.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,301/23,11 Dec 2023,20 Oct 2027,13
6812f310fac9430012238d00,01 May 2025 11:05:36 AM,Success (with Downloaded Attachment),ព្រៃវែង,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល ខៀង សុគន្ធា (Khieng Sokunta - 487),,,,,,,,,,"11.595457717717052, 105.42549012070111",https://maps.app.goo.gl/Pb5H89UqDEXe2TDd7,a.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,059/23,17 Mar 2023,17 Mar 2027,14
6812f970fac9430012238e82,01 May 2025 11:32:48 AM,Success (with Downloaded Attachment),ភ្នំពេញ,,,,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល មាតា (Mata - 149),,,,,,,"11.579686359917469, 104.89904252525504",https://maps.app.goo.gl/9yphrgexY43DLv6z8,clinic.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,២៨៧/២០ អបស/មព,31 Dec 2020,06 Jan 2025,32
6812fd41fac9430012238f16,01 May 2025 11:49:05 AM,Success (with Downloaded Attachment),ព្រះសីហនុ,,,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល ថុងជិ (Thong Ji - 1258),,,,,,,,"10.60701032567748, 103.50386987681763",https://maps.app.goo.gl/Q3xBxT9KEgomcSXa9,photo_2025-05-01_11-38-17.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,០៦១/២២,12 Apr 2022,28 Apr 2026,62
6812ffd6fac9430012238f3e,01 May 2025 12:00:06 PM,Success (with Downloaded Attachment),កំពង់ចាម,,,,,មន្ទីរពិសោធន៍វេជ្ជសាស្ត ឡាបូម៉ាស្ទ័រ (Labo Master - 678),,,,,,,,,,,,,,,,,,,,,"11.986422265557009, 105.46145375917082",https://maps.app.goo.gl/BnjLKZyYZhYTY4vH9,Photo lab.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,147/25 អបស/មព,02 Sep 2024,05 Aug 2028,10
681300b52ab65c001202fbc0,01 May 2025 12:03:49 PM,Success (with Downloaded Attachment),កណ្ដាល,មន្ទីរសម្រាកព្យាបាល អូរកុង (Ou Kong - 1896),,,,,,,,,,,,,,,,,,,,,,,,,https://maps.app.goo.gl/8LMjLvg6R7AcScYS9?g_st=com.google.maps.preview.copy,https://maps.app.goo.gl/8LMjLvg6R7AcScYS9?g_st=com.google.maps.preview.copy,IMG_9593.jpeg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,១១៨/២៣ អបស.មព,03 May 2023,14 May 2027,11
681303e8fac9430012238fec,01 May 2025 12:17:28 PM,Success (with Downloaded Attachment),បាត់ដំបង,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល សុមុនី (Somony - 327),,,,,,,,,,,,16x20,https://maps.app.goo.gl/jwvs349DbAPZANdj6?g_st=com.google.maps.preview.copy,IMG_5698.jpeg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,០៦៦/២៤ អបស.មព,19 Apr 2024,25 Feb 2028,17
681309ba2ab65c001202fce8,01 May 2025 12:42:18 PM,Success (with Downloaded Attachment),កណ្ដាល,មន្ទីរសម្រាកព្យាបាល បូណ៌មី (Bornmey - 1900),,,,,,,,,,,,,,,,,,,,,,,,,"11.735950, 104.975426",https://maps.app.goo.gl/FxcrRkz6qrYcyxiX9,photo_2025-05-01_12-42-03.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,១២៣/២៣,14 May 2023,14 May 2027,10
68130ab72ab65c001202fcff,01 May 2025 12:46:31 PM,Success (with Downloaded Attachment),បន្ទាយមានជ័យ,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល រុងរឿង (Rong Roeung - 867),,,,,,,,,,,,,,"RX27+GHQ, NR56, Svay Chek",https://maps.app.goo.gl/UtVGaR5djKmASMze8?g_st=ic,IMG_0404.jpeg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,១៨៣/២៤ អបស.មព,09 Oct 2024,13 Sep 2028,15
68130ca42ab65c001202fd53,01 May 2025 12:54:44 PM,Success (with Downloaded Attachment),បាត់ដំបង,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល សុមុនី (Somony - 327),,,,,,,,,,,,"13.108309934021934, 103.39721029385566",https://maps.app.goo.gl/h1j7VWMNwEBCscPeA,photo_2025-05-01_12-48-56.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,០៦៦/២៤ អបស/មព,19 Apr 2024,25 Feb 2028,17
681321c92ab65c0012030074,01 May 2025 02:24:57 PM,Success (with Downloaded Attachment),ព្រៃវែង,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល ហ៊ឹម គាន (Him Kean - 881),,,,,,,,,,"11.843773,105.372175",Pr 385,Screenshot_20250501_141913_Maps.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,195/20អបស/មព,31 Aug 2020,31 Aug 2024,12
681324102ab65c001203009c,01 May 2025 02:34:40 PM,Success (with Downloaded Attachment),ព្រៃវែង,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល សុខ គន្ធតិច (Sok Kantha Tech - 2154),,,,,,,,,,"(11.0842590, 105.3855050)",https://maps.app.goo.gl/DNas3qUY6At9qEgh9?g_st=com.google.maps.preview.copy,IMG_3592.jpeg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,042/25,15 Dec 2028,25 Dec 2028,13
681325bffac943001223958c,01 May 2025 02:41:51 PM,Success (with Downloaded Attachment),ព្រៃវែង,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល សម្បត្តិម៉ារិនរាជ (Sombat Marine Reach - 877),,,,,,,,,,https://maps.app.goo.gl/PKUaiJVMbA9dtEmN6,https://maps.app.goo.gl/gxbjnhPM2ZkinZRq8,SB Clinic Photo.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,១០១/២៤,18 Jul 2025,13 Jun 2028,13
681326f12ab65c0012030117,01 May 2025 02:46:57 PM,Success (with Downloaded Attachment),ព្រៃវែង,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល ហ៊ឹម គាន (Him Kean - 881),,,,,,,,,,"13.084736298586645, 102.99888661011494",https://maps.app.goo.gl/8YqR4V4GMRsGpWDj6,photo_2025-05-01_14-35-15.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,១៩៥/២០អបស/មព,31 Aug 2020,31 Aug 2024,12
68132d5c2ab65c00120301b7,01 May 2025 03:14:20 PM,Success (with Downloaded Attachment),ព្រៃវែង,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល សម្បត្តិម៉ារិនរាជ (Sombat Marine Reach - 877),,,,,,,,,,"11.259291286195783, 105.40047728253322",https://maps.app.goo.gl/gxbjnhPM2ZkinZRq8,SB Clinic Photo.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,១០១/២៤,18 Jul 2025,13 Jun 2028,13
68132fe42ab65c0012030209,01 May 2025 03:25:08 PM,Success (with Downloaded Attachment),ព្រៃវែង,,,,,,,,,,,,,,,,,,,,,,,,,,"11.595360536863677, 105.42734602240212",https://maps.app.goo.gl/kt9hcCh4tmjy5c8H7,11111.jpg,បញ្ចូលឈ្មោះមូលដ្ខានសុខាភិបាល ដែលគ្មានក្នុងបញ្ជី,មន្ទីរសម្រាកព្យាបាល,មន្ទីរសម្រាកព្យាបាល ឈី សម្ភ័ស,CHHY SOMPHORS,034/11 អបស/មព,04 Mar 2023,04 Mar 2023,20
68133206fac9430012239734,01 May 2025 03:34:14 PM,Success (with Downloaded Attachment),ព្រៃវែង,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល សួស្ដី (Hello - 878),,,,,,,,,,"11.09339314183488, 105.3847771",https://maps.app.goo.gl/5eJD8XCtCGYEcZTU6,photo_2025-05-01_15-16-28.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,០៤១/២៤,17 Feb 2025,14 Oct 2028,13
681332b9fac9430012239788,01 May 2025 03:37:13 PM,Success (with Downloaded Attachment),ព្រៃវែង,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល ស្ទឹងកំពង់ត្របែក (Kampong Trabek River - 2144),,,,,,,,,,"11.142347520561078, 105.48254730032714",https://maps.app.goo.gl/Ae6QmvQP4WY2NBUM7,photo_2023-12-16_03-16-38.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,008/25,13 Jan 2025,14 Nov 2028,21
681332dffac943001223979c,01 May 2025 03:37:51 PM,Success (with Downloaded Attachment),ព្រៃវែង,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល អ៊ឹម សុភី (Im Sophy - 875),,,,,,,,,,"11.258516546033134, 105.3027039061384",https://maps.app.goo.gl/wp8qDnUEq9xpqPCCA,p.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,១៤០/២៤ អបស.មព,23 Aug 2024,13 Jun 2028,17
681334d72ab65c001203034a,01 May 2025 03:46:15 PM,Success (with Downloaded Attachment),កំពង់ស្ពឺ,,,,,,,,មន្ទីរសម្រាកព្យាបាល ទេពប្រសិទ្ធ (Tep Praseth - 539),,,,,,,,,,,,,,,,,,"11.48600118838592, 104.62643549541848",https://maps.app.goo.gl/daZ6BRMfhWdPAcHb7,ទេពប្រសិទ្ធ.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,០៩៥/២៣ អបស/មព,18 Apr 2023,17 Apr 2027,18
6813384ffac9430012239839,01 May 2025 04:01:03 PM,Success (with Downloaded Attachment),ព្រៃវែង,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល ប្រាជ្ញ​ សុធន (Preach Sothan - 501),,,,,,,,,,"(11.6556064, 105.1335691)",https://maps.app.goo.gl/KDiWDUCbmy3GzTZHA?g_st=com.google.maps.preview.copy,IMG_0680.jpeg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,019/24 អបស.មព,31 Jan 2024,15 Jan 2028,0
6813404e2ab65c0012030489,01 May 2025 04:35:10 PM,Success (with Downloaded Attachment),កំពង់ចាម,,,,,,,,,,,,,,,,,,,,,,,,,,១២x២៨,បាន,camphoto_1691952160.jpeg,បញ្ចូលឈ្មោះមូលដ្ខានសុខាភិបាល ដែលគ្មានក្នុងបញ្ជី,មន្ទីរសម្រាកព្យាបាល,វឌ្ឍនៈកំពង់ចាម,VATTANAK KAMPONGCHAM,០៧៤/២៥ អបស.មព,30 Apr 2025,30 Apr 2029,12
6813450cfac943001223995e,01 May 2025 04:55:24 PM,Success (with Downloaded Attachment),បាត់ដំបង,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល គង់វង្ស (Kong Vong - 325),,,,,,,,,,,,"13.084481462549043, 103.19558951031503",https://maps.app.goo.gl/yinseVs2QzhRJLG36,រូបភាពអាគារ.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,០៥៦/២៤,09 Apr 2024,25 Feb 2028,23
6813467cfac94300122399a7,01 May 2025 05:01:32 PM,Success (with Downloaded Attachment),បាត់ដំបង,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល គង់វង្ស (Kong Vong - 325),,,,,,,,,,,,"13.084483956070123, 103.19560022064299",https://maps.app.goo.gl/VcejF6dYotbR38J58,រូបភាពអាគារ.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,០៥៦/២៤,09 Apr 2024,25 Feb 2028,23
681348d12ab65c0012030515,01 May 2025 05:11:29 PM,Success (with Downloaded Attachment),បាត់ដំបង,,,,,,,,,,,,,,មន្ទីរពហុព្យាបាល ហួត សុគុណ (Huot Sokun - 1050),,,,,,,,,,,,"(13.1065181, 103.1968613)",https://maps.app.goo.gl/mGQm73q3ovDyPtez6?g_st=com.google.maps.preview.copy,IMG_4593.jpeg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,060/21អបស/មព,07 Apr 2021,09 Apr 2025,32
68134b522ab65c0012030624,01 May 2025 05:22:10 PM,Success (with Downloaded Attachment),ភ្នំពេញ,,,,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល វិសាលព្រីមៀម (Visal Premium - 1333),,,,,,,"11.5657289, 104.9239196",https://maps.app.goo.gl/tNPbjTW4N7Tg8r6t9,photo_2025-05-01_17-21-35.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,084/22 អបស.មព,20 May 2022,23 May 2026,10
68134d47fac9430012239a75,01 May 2025 05:30:31 PM,Success (with Downloaded Attachment),ព្រៃវែង,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល ពន្លឺច័ន្ទ II (Moon Light II - 970),,,,,,,,,,"11.148077733875613, 105.55038864682767",https://maps.app.goo.gl/tqFUsLDTEWdKWP8P7,photo_2024-10-18_12-10-42.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,០២៥/២៥,24 Jan 2025,10 Nov 2029,8
681350cafac9430012239afe,01 May 2025 05:45:30 PM,Success (with Downloaded Attachment),ភ្នំពេញ,,,,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល នារី សោភា (Neary Sophea - 2116),,,,,,,"11.5881957,104.9080039,20z",https://maps.app.goo.gl/LSiK2C6nzShqC3Wv7,photo_2025-05-01_17-44-43.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,151/24,06 Sep 2024,14 Aug 2028,19
68135113fac9430012239b12,01 May 2025 05:46:43 PM,Success (with Downloaded Attachment),ភ្នំពេញ,,,,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល កុមារភ្នំពេញ (Phnom Penh Children - 134),,,,,,,ទទឹង 10m បណ្តោយ 18m,https://maps.app.goo.gl/4AiBqSM8jU7GebVG8?g_st=com.google.maps.preview.copy,att.QIcIT5Sc8gvyaCnmgeDkaPXyb3HaXYxSCPKNOPV4gYk.jpeg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,112/24,07 Aug 2024,11 Jul 2028,8
681351ab2ab65c00120306ff,01 May 2025 05:49:15 PM,Success (with Downloaded Attachment),ភ្នំពេញ,,,,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល គីរ៉ូប្រាក់ទិក អន្តរជាតិ (International Chiropractic - 1475),,,,,,,"11.5597438, 104.9266058",https://g.co/kgs/5gEhJbM,IMG_20250501_174902_844.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,២៤៤/20 អបស.មព,04 Nov 2020,06 Nov 2024,5
6813521afac9430012239b3d,01 May 2025 05:51:06 PM,Success (with Downloaded Attachment),ព្រៃវែង,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល សួស្តី៣ (Hello 3 - 1984),,,,,,,,,,"11.5584604,105.6293903,755",https://maps.app.goo.gl/ZcceYatmdoKzuXaPA,TimePhoto_20250501_173057.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,២៥៦/២៣ អបស.មព,15 Aug 2023,22 Aug 2027,13
681356a92ab65c001203072f,01 May 2025 06:10:33 PM,Success (with Downloaded Attachment),ព្រៃវែង,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល ពន្លឺច័ន្ទIII (Moon Light III - 1073),,,,,,,,,,"11.3274228350432, 105.54613014063472",https://maps.app.goo.gl/zafEeuwRZnhe4wBH8,photo_2025-05-01_18-07-35.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,០៩៥៊/២១អបស.មព,14 Jun 2021,20 Jun 2025,12
6813593ffac9430012239c19,01 May 2025 06:21:35 PM,Success (with Downloaded Attachment),ត្បូងឃ្មុំ,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល ផ្សារជីមាន់ (Psar Chi Mean - 1142),,,,,,,,,,,,,,,"https://www.google.com/maps/@11.7683201,105.9329988,21z?entry=ttu&g_ep=EgoyMDI1MDQyOC4wIKXMDSoASAFQAw%3D%3D",https://maps.app.goo.gl/PV1bVi9Wa6VoMTzU7,rtnr.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,១៩៤/២១ អបស/មព លេខបញ្ជី ១៩៤/២១,06 Dec 2021,12 Dec 2025,8
68135cbffac9430012239c39,01 May 2025 06:36:31 PM,Success (with Downloaded Attachment),ត្បូងឃ្មុំ,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល រស្មីទេព (Reasmey Tep - 2110),,,,,,,,,,,,,,,https://form.gov.kh/67dcc7278ab53c0011415644,https://maps.app.goo.gl/NizZfcWAzrD7cXra9,unnamed.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,១៣១/២៤ អបស/មព លេខបញ្ជីកា ១៣១/២៤,21 Aug 2024,26 Jun 2028,8
6813603a2ab65c0012030845,01 May 2025 06:51:22 PM,Success (with Downloaded Attachment),ស្វាយរៀង,,,,,,,,,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល ពន្លឺច័ន្ទ IV (Moon Light IV - 1677),,"11.064540774598267, 106.13608004841147",https://maps.app.goo.gl/eViWFpF4ysjMbwXUA,photo_2025-05-01_18-47-04.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,287/22,12 Dec 2022,19 Dec 2026,12
68137f73fac9430012239def,01 May 2025 09:04:35 PM,Success (with Downloaded Attachment),សៀមរាប,,,,,,,,,,,,,,,,,,,,,,មន្ទីរពិសោធន៍វេជ្ជសាស្ត សេងលាភ (Seng Leap - 685),,,,"9V43+5W7 ពិសោធន៏​ពិនិត្យ​ឈាម​, The-Lane, Krong Siem Reap","9V43+5W7 ពិសោធន៏​ពិនិត្យ​ឈាម​, The-Lane, Krong Siem Reap",IMG_1468.jpeg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,០២២/២៤​ អបស.មព,16 Feb 2024,15 Jan 2028,5
